year,selling_price,km_driven,fuel,transmission,owner,engine,max_power
2013.0,525000.0,56429.0,1,2,1,1461.0,108.45
2012.0,270000.0,56000.0,2,2,0,1197.0,78.9
2019.0,434999.0,19500.0,2,2,0,1086.0,68.07
2015.0,495000.0,30000.0,2,2,0,1197.0,81.83
2016.0,575000.0,53000.0,1,2,0,1396.0,88.73
2017.0,600000.0,5000.0,2,2,0,1197.0,81.86
2015.0,700000.0,25000.0,2,2,0,1591.0,121.4
2014.0,560000.0,72000.0,1,2,0,1498.0,98.6
2016.0,565000.0,72000.0,1,2,0,1456.1100978059742,91.76934024567429
2013.0,409999.0,29000.0,2,2,1,1598.0,103.5
2016.0,495000.0,56832.0,1,2,0,1461.0,83.14
2014.0,470000.0,30528.0,2,2,0,1197.0,81.86
2013.0,350000.0,65285.0,1,2,0,1498.0,98.63
2015.0,480000.0,43000.0,2,2,0,1199.0,88.7
2013.0,270000.0,52380.0,1,2,0,1364.0,67.04
2018.0,660000.0,74250.0,1,2,0,1498.0,74.96
2017.0,490000.0,57247.0,2,1,0,1197.0,81.8
2017.0,800000.0,52000.0,1,2,0,1248.0,88.5
2011.0,350000.0,47000.0,2,2,1,1498.0,97.7
2011.0,125000.0,85000.0,1,2,1,1248.0,75.0
2012.0,400000.0,100000.0,1,2,0,1248.0,73.9
2011.0,250000.0,110000.0,2,2,0,1498.0,97.7
2010.0,190000.0,178000.0,1,2,1,1248.0,91.7
2010.0,125000.0,120000.0,2,2,2,796.0,46.3
2015.0,335000.0,30000.0,2,2,0,998.0,67.04
2009.0,114999.0,60000.0,2,2,2,1061.0,67.0
2012.0,229999.0,70000.0,1,2,2,1199.0,73.9
2017.0,731000.0,40000.0,1,2,0,1396.0,88.73
2012.0,395000.0,120000.0,1,2,0,1582.0,126.32
2015.0,500000.0,120000.0,1,2,0,1248.0,74.0
2014.0,220000.0,50000.0,2,2,2,814.0,55.2
2013.0,240000.0,100000.0,1,2,0,1399.0,68.1
2010.0,215000.0,120000.0,1,2,2,1396.0,90.0
2012.0,400000.0,90000.0,1,2,1,1248.0,74.0
2012.0,191000.0,90000.0,2,2,0,998.0,67.1
2013.0,351000.0,100000.0,1,2,1,2498.0,112.0
2015.0,250000.0,20000.0,2,1,0,624.0,37.48
2011.0,300000.0,120000.0,2,2,2,1496.0,88.7
2017.0,700000.0,35000.0,1,2,0,1498.0,99.0
2010.0,500000.0,120000.0,1,2,1,1991.0,150.0
2019.0,850000.0,10000.0,1,2,0,1396.0,88.76
2017.0,770000.0,65000.0,1,2,1,1498.0,98.6
2007.0,245000.0,90000.0,2,2,2,1799.0,130.0
2012.0,250000.0,90000.0,2,2,0,998.0,67.1
2016.0,651000.0,42323.0,1,2,0,1396.0,88.76
2013.0,480000.0,42462.0,2,2,0,1497.0,116.3
2015.0,470000.0,54723.0,1,2,0,1248.0,74.0
2016.0,500000.0,30000.0,1,2,0,1498.0,98.6
2016.0,690000.0,32000.0,1,2,0,1248.0,88.5
2017.0,589000.0,41232.0,1,2,0,1456.1100978059742,0.0
2017.0,589000.0,41232.0,1,2,0,1456.1100978059742,0.0
2018.0,480000.0,20375.0,2,2,0,1197.0,81.8
2013.0,450000.0,43978.0,1,2,1,1248.0,74.0
2018.0,770000.0,50000.0,1,2,0,1248.0,88.5
2015.0,445000.0,40200.0,1,2,0,1498.0,74.96
2018.0,700000.0,30000.0,2,2,0,1197.0,81.83
2014.0,560000.0,90000.0,1,2,0,1248.0,88.8
2013.0,475000.0,48000.0,1,2,1,1498.0,98.96
2014.0,465000.0,27233.0,1,2,0,1498.0,98.63
2017.0,520000.0,28832.0,1,2,0,1248.0,74.0
2011.0,225000.0,35000.0,2,2,0,1368.0,90.0
2015.0,700000.0,35000.0,2,2,0,1373.0,93.7
2017.0,780000.0,40000.0,1,2,0,1248.0,88.5
2016.0,403000.0,30000.0,1,2,1,1493.0,100.0
2009.0,229999.0,50000.0,2,2,1,1086.0,68.05
2016.0,525000.0,40000.0,1,2,1,1248.0,74.0
2014.0,560000.0,25000.0,2,2,0,1373.0,93.7
2020.0,830000.0,120000.0,1,2,0,2179.0,152.87
2011.0,250000.0,60000.0,1,2,1,1248.0,73.9
2014.0,450000.0,110000.0,1,2,0,2523.0,63.0
2016.0,745000.0,67000.0,1,2,0,1997.0,120.0
2010.0,144000.0,50000.0,1,2,1,1399.0,68.0
2008.0,120000.0,40000.0,2,2,0,1061.0,64.0
2008.0,300000.0,120000.0,1,2,1,2179.0,138.1
2009.0,270000.0,150000.0,1,2,1,2523.0,63.0
2014.0,260000.0,38000.0,1,2,0,1248.0,74.0
2015.0,475000.0,120000.0,1,2,0,1364.0,67.05
2011.0,302000.0,103000.0,1,2,2,1399.0,68.0
2017.0,775000.0,80000.0,1,2,0,1248.0,88.5
2015.0,700000.0,50000.0,1,2,0,1248.0,88.76
2014.0,530000.0,90000.0,1,2,0,1248.0,74.0
2017.0,869999.0,70000.0,1,2,0,1497.0,108.5
2019.0,550000.0,30000.0,2,1,0,1199.0,83.83
2016.0,600000.0,80000.0,1,2,1,1248.0,74.0
2012.0,430000.0,110000.0,1,2,1,1248.0,73.9
2010.0,246000.0,120000.0,1,2,0,1248.0,90.0
2014.0,565000.0,70000.0,2,2,1,1197.0,81.83
2018.0,850000.0,60000.0,1,2,0,1396.0,88.76
2006.0,160000.0,90000.0,2,2,0,796.0,46.3
2014.0,325000.0,142500.0,1,2,0,1248.0,75.0
2011.0,450000.0,90000.0,1,2,2,2179.0,120.0
2015.0,310000.0,50000.0,2,2,0,1086.0,68.05
2013.0,250000.0,90000.0,1,2,2,1498.0,98.6
2015.0,420000.0,115000.0,1,2,1,1248.0,74.0
2013.0,330000.0,150000.0,2,1,1,1396.0,98.6
2015.0,405000.0,68000.0,2,2,1,1197.0,81.8
2013.0,400000.0,90000.0,1,2,1,2523.0,62.1
2010.0,409999.0,110000.0,2,1,2,1497.0,116.3
2013.0,500000.0,70000.0,1,2,1,2523.0,62.1
2006.0,80000.0,118000.0,2,2,0,1456.1100978059742,91.76934024567429
2007.0,135000.0,100000.0,2,2,1,1086.0,68.05
2018.0,650000.0,35500.0,1,2,0,1248.0,74.02
2018.0,400000.0,17500.0,2,2,0,998.0,67.04
2017.0,350000.0,27000.0,2,2,0,998.0,67.05
2017.0,550000.0,60000.0,1,2,0,1186.0,73.97
2016.0,350000.0,25000.0,2,2,0,998.0,67.04
2015.0,459999.0,80000.0,1,2,0,1248.0,74.0
2012.0,185000.0,60000.0,2,2,1,796.0,46.3
2013.0,550000.0,38000.0,1,2,0,1199.0,73.9
2012.0,300000.0,100000.0,4,2,1,998.0,58.2
2012.0,175000.0,60000.0,2,2,2,1456.1100978059742,91.76934024567429
2016.0,900000.0,92000.0,1,2,0,1498.0,98.6
2012.0,550000.0,180000.0,1,2,2,2523.0,62.1
2018.0,625000.0,10000.0,2,2,0,1197.0,83.1
2017.0,310000.0,35000.0,2,2,1,796.0,47.3
2017.0,500000.0,35000.0,1,2,0,1248.0,74.0
2016.0,610000.0,23000.0,1,2,0,1120.0,70.0
2012.0,150000.0,150000.0,1,2,2,1396.0,69.0
2015.0,480000.0,70000.0,1,2,0,1120.0,71.0
2017.0,650000.0,40000.0,2,2,0,1197.0,81.83
2012.0,290000.0,100000.0,1,2,1,1396.0,90.0
2017.0,300000.0,50000.0,2,2,1,796.0,47.3
2010.0,270000.0,120000.0,1,2,2,1248.0,73.9
2015.0,400000.0,60000.0,1,2,1,1120.0,71.0
2015.0,280000.0,28000.0,2,2,1,796.0,47.3
2009.0,250000.0,60000.0,2,2,2,1298.0,85.8
2012.0,495000.0,80000.0,1,2,1,1248.0,73.9
2019.0,700000.0,4500.0,2,2,0,1199.0,88.76
2013.0,310000.0,70000.0,1,2,0,1396.0,69.0
2017.0,650000.0,120000.0,1,2,0,1461.0,83.8
2015.0,600000.0,80000.0,2,1,0,1199.0,88.7
2009.0,150000.0,150000.0,1,2,2,2179.0,138.1
2014.0,650000.0,50000.0,1,2,0,1248.0,74.0
2012.0,550000.0,83000.0,2,2,0,1497.0,116.3
2017.0,650000.0,20000.0,1,2,0,1248.0,74.02
2017.0,450000.0,6750.0,2,2,0,1198.0,86.8
2015.0,650000.0,26000.0,2,2,0,1373.0,91.1
2017.0,430000.0,52000.0,2,2,0,1197.0,81.86
2019.0,700000.0,20000.0,2,1,0,1197.0,81.8
2011.0,229999.0,18500.0,2,2,0,1197.0,85.8
2017.0,509999.0,142000.0,1,2,0,1493.0,100.0
2016.0,670000.0,50478.0,2,2,0,1499.0,110.4
2019.0,525000.0,9200.0,2,1,0,1199.0,83.83
2016.0,515000.0,40000.0,1,2,0,1461.0,83.8
2020.0,630000.0,5000.0,2,2,0,1197.0,81.8
2019.0,270000.0,2300.0,2,2,0,799.0,53.64
2016.0,300000.0,40000.0,2,2,0,796.0,47.3
2012.0,250000.0,119000.0,1,2,0,2489.0,95.0
2017.0,750000.0,100000.0,1,2,0,1248.0,88.5
2009.0,135000.0,50000.0,2,2,1,1061.0,67.0
2013.0,275000.0,80000.0,2,2,1,1196.0,73.0
2018.0,740000.0,15000.0,2,2,0,1198.0,108.5
2019.0,690000.0,1303.0,2,2,0,1198.0,86.7
2018.0,1000000.0,4295.0,2,2,0,1496.0,105.5
2018.0,1000000.0,5229.0,2,2,0,1496.0,105.5
2019.0,550000.0,4701.0,2,2,0,1197.0,81.86
2016.0,600000.0,6757.0,2,2,0,1197.0,81.8
2016.0,675000.0,28182.0,2,1,0,1598.0,103.52
2019.0,950000.0,11533.0,2,2,0,1498.0,104.55
2017.0,850000.0,11688.0,2,2,0,1497.0,117.3
2012.0,550000.0,57728.0,2,1,0,1794.0,138.1
2018.0,925000.0,23712.0,1,2,0,1248.0,88.5
2015.0,625000.0,70670.0,2,1,0,1499.0,110.0
2014.0,200000.0,43381.0,2,2,1,796.0,47.3
2014.0,635000.0,79011.0,2,1,0,1497.0,117.3
2016.0,550000.0,56494.0,2,2,0,1199.0,88.7
2014.0,425000.0,50000.0,1,2,1,1248.0,88.73
2011.0,220000.0,40000.0,2,2,0,998.0,67.1
2018.0,590000.0,10000.0,2,2,0,1197.0,81.86
2017.0,775000.0,35000.0,1,2,0,2498.0,105.0
2015.0,350000.0,58500.0,2,2,0,1197.0,85.8
2018.0,575000.0,20000.0,2,2,0,1197.0,83.1
2011.0,200000.0,43500.0,2,2,1,1198.0,75.0
2015.0,600000.0,63000.0,1,2,0,1498.0,98.59
2016.0,720000.0,35000.0,1,2,0,2523.0,62.1
2012.0,158000.0,110000.0,1,2,1,1396.0,69.0
2017.0,580000.0,30000.0,2,1,0,1197.0,81.86
2012.0,420000.0,50000.0,1,2,0,2523.0,62.1
2018.0,1200000.0,35000.0,1,2,0,1497.0,121.0
2018.0,350000.0,30000.0,2,2,0,999.0,67.0
2014.0,650000.0,56000.0,2,2,0,1497.0,117.3
2017.0,400000.0,12700.0,2,2,0,998.0,67.04
2018.0,700000.0,35000.0,1,2,0,1497.0,108.5
2017.0,520000.0,30000.0,2,2,0,1197.0,82.0
2012.0,450000.0,120000.0,1,2,0,2179.0,120.0
2017.0,850000.0,100000.0,1,2,0,2179.0,147.94
2017.0,350000.0,34000.0,2,2,0,799.0,53.3
2011.0,450000.0,56000.0,1,2,0,2489.0,95.0
2008.0,165000.0,90000.0,2,2,0,1086.0,68.05
2010.0,160000.0,65000.0,2,2,1,1086.0,62.1
2011.0,300000.0,80000.0,1,2,0,2179.0,138.0
2012.0,550000.0,90000.0,1,2,2,2179.0,120.0
2015.0,285000.0,40000.0,2,2,0,998.0,67.05
2016.0,850000.0,58000.0,1,2,0,1582.0,126.2
2018.0,700000.0,19100.0,2,2,0,1194.0,94.68
2018.0,900000.0,25000.0,2,2,0,1462.0,103.0
2016.0,220000.0,100000.0,2,2,0,814.0,55.2
2013.0,120000.0,120000.0,1,2,0,1248.0,74.0
2013.0,420000.0,46815.0,1,2,1,1248.0,76.9
2013.0,160000.0,110000.0,1,2,0,1405.0,70.0
2015.0,250000.0,80000.0,2,2,0,814.0,55.2
2013.0,385000.0,100000.0,1,2,2,1248.0,88.8
2014.0,318000.0,80000.0,2,2,0,998.0,67.06
2018.0,480000.0,40000.0,2,2,0,1197.0,81.86
2015.0,330000.0,70000.0,2,2,2,998.0,67.04
2011.0,152000.0,80000.0,1,2,0,1405.0,71.0
2014.0,250000.0,40000.0,2,2,0,796.0,47.3
2011.0,248000.0,80000.0,1,2,0,1405.0,71.0
2011.0,300000.0,60000.0,2,2,1,1198.0,75.0
2017.0,550000.0,50000.0,2,2,0,1197.0,81.83
2016.0,650000.0,30000.0,1,2,0,1396.0,88.73
2017.0,445000.0,25000.0,2,2,0,1197.0,82.0
2016.0,600000.0,100000.0,1,2,0,1493.0,100.0
2014.0,495000.0,175000.0,1,2,0,1461.0,108.45
2011.0,220000.0,65000.0,2,1,2,1586.0,103.3
2011.0,260000.0,65000.0,2,1,2,1586.0,103.3
2009.0,150000.0,90000.0,2,2,0,1086.0,62.1
2011.0,200000.0,80000.0,1,2,1,1399.0,68.0
2012.0,285000.0,80000.0,1,2,1,1456.1100978059742,91.76934024567429
2008.0,250000.0,60000.0,2,1,2,1339.0,108.5
2014.0,310000.0,160000.0,1,2,0,2489.0,93.7
2018.0,560000.0,20000.0,2,2,0,1197.0,83.1
2016.0,500000.0,30000.0,2,2,0,1197.0,83.14
2013.0,270000.0,118000.0,1,2,0,1120.0,70.0
2013.0,420000.0,69000.0,1,2,2,1582.0,126.32
2015.0,434999.0,25000.0,2,2,1,1197.0,83.14
2015.0,400000.0,100000.0,2,1,0,1197.0,81.86
2015.0,470000.0,110000.0,1,2,0,1248.0,74.0
2015.0,480000.0,60000.0,1,2,2,1461.0,83.8
2008.0,105000.0,128000.0,2,2,0,1086.0,62.0
2017.0,325000.0,120000.0,1,2,0,1047.0,69.0
2012.0,280000.0,80000.0,1,2,1,1456.1100978059742,91.76934024567429
2020.0,675000.0,5000.0,2,1,0,1197.0,81.86
2009.0,170000.0,90000.0,2,2,1,1197.0,78.9
2012.0,600000.0,144030.0,2,2,0,2354.0,177.6
2016.0,650000.0,29000.0,2,2,0,1197.0,81.83
2013.0,200000.0,150000.0,1,2,0,1396.0,69.0
2016.0,220000.0,90000.0,2,2,0,796.0,34.2
2014.0,500000.0,70000.0,2,2,1,1598.0,103.2
2018.0,450000.0,5000.0,2,2,0,1199.0,84.0
2008.0,210000.0,90000.0,1,2,2,1991.0,123.7
2011.0,270000.0,89000.0,1,2,1,1248.0,73.9
2015.0,480000.0,30000.0,1,2,0,1248.0,74.0
2016.0,650000.0,50000.0,1,1,1,1248.0,74.0
2013.0,480000.0,80000.0,1,2,0,1248.0,74.0
2016.0,700000.0,40000.0,1,2,0,1396.0,88.73
2015.0,650000.0,110000.0,1,2,2,1248.0,88.76
2018.0,1080000.0,12800.0,2,1,0,1496.0,105.5
2012.0,170000.0,40000.0,2,2,0,814.0,55.2
2017.0,610000.0,49000.0,1,2,0,1248.0,74.0
2014.0,350000.0,25000.0,2,2,0,1197.0,85.8
2016.0,260000.0,65000.0,2,2,1,796.0,47.3
2015.0,700000.0,20000.0,1,2,0,1248.0,91.7
2018.0,678000.0,17000.0,2,2,0,999.0,75.0
2015.0,800000.0,15000.0,1,2,0,1248.0,88.5
2014.0,400000.0,120000.0,1,2,1,1364.0,67.04
2016.0,520000.0,29000.0,2,2,0,1197.0,81.83
2017.0,850000.0,55000.0,1,1,0,1461.0,108.5
2017.0,830000.0,35000.0,1,2,0,1497.0,108.5
2018.0,430000.0,5000.0,2,2,1,1198.0,67.0
2017.0,850000.0,60000.0,1,2,0,1498.0,98.59
2017.0,650000.0,70000.0,2,2,0,1197.0,83.14
2016.0,730000.0,65100.0,1,2,1,1493.0,100.0
2019.0,525000.0,20000.0,2,1,0,1197.0,81.8
2015.0,600000.0,108000.0,1,2,0,1396.0,88.73
2019.0,500000.0,15000.0,2,2,0,1197.0,81.8
2009.0,150000.0,77000.0,2,2,0,1086.0,62.1
2015.0,409999.0,18500.0,2,2,0,998.0,67.04
2016.0,625000.0,120000.0,1,2,0,1493.0,100.0
2015.0,290000.0,15200.0,2,2,0,799.0,53.3
2015.0,500000.0,35000.0,2,2,0,1497.0,117.3
2011.0,475000.0,80000.0,1,2,0,1582.0,126.32
2013.0,190000.0,70000.0,2,2,0,814.0,55.2
2014.0,750000.0,80000.0,1,2,1,2179.0,140.0
2014.0,525000.0,120000.0,1,2,1,1461.0,108.5
2012.0,495000.0,82000.0,1,2,2,1998.0,163.7
2015.0,503000.0,110000.0,1,2,0,2179.0,147.94
2013.0,225000.0,58343.0,2,2,0,998.0,67.05
2018.0,740000.0,38817.0,1,2,0,1248.0,74.0
2016.0,550000.0,56494.0,2,2,0,1199.0,88.7
2013.0,750000.0,79328.0,1,2,1,2494.0,100.6
2019.0,650000.0,5621.0,2,1,0,1197.0,81.8
2017.0,625000.0,25538.0,2,2,0,1496.0,88.73
2018.0,600000.0,69779.0,2,1,0,1197.0,81.8
2017.0,450000.0,56290.0,1,2,0,1186.0,73.97
2019.0,779000.0,7032.0,2,1,0,1199.0,88.76
2016.0,645000.0,11000.0,2,1,0,1598.0,103.5
2010.0,321000.0,60000.0,2,1,1,1497.0,118.0
2017.0,585000.0,50000.0,2,2,0,1197.0,78.9
2011.0,225000.0,70000.0,1,2,0,1399.0,68.0
2017.0,500000.0,70000.0,1,2,0,1498.0,98.6
2011.0,350000.0,90000.0,1,2,2,1396.0,90.0
2016.0,756000.0,70000.0,1,2,1,1248.0,88.5
2014.0,240000.0,50000.0,2,2,0,796.0,47.3
2012.0,80000.0,120000.0,2,2,1,796.0,35.0
2019.0,800000.0,5000.0,2,2,0,1197.0,81.86
2009.0,320000.0,80000.0,1,2,2,2179.0,120.0
2017.0,509999.0,25000.0,2,2,0,1197.0,82.0
2019.0,650000.0,15000.0,1,2,0,1248.0,74.0
2011.0,210000.0,35000.0,2,2,1,998.0,67.1
2008.0,110000.0,80000.0,2,2,1,796.0,46.3
2017.0,665000.0,25000.0,1,2,0,1497.0,108.5
2017.0,555000.0,52000.0,1,2,0,1498.0,108.62
2017.0,560000.0,52000.0,1,2,0,1498.0,108.62
2016.0,375000.0,80000.0,1,2,0,1198.0,77.0
2011.0,290000.0,77000.0,1,2,1,1456.1100978059742,91.76934024567429
2017.0,605000.0,127000.0,1,2,0,1248.0,74.02
2017.0,720000.0,30000.0,2,2,0,1199.0,88.7
2017.0,800000.0,70000.0,1,2,0,1248.0,88.5
2011.0,350000.0,116500.0,1,2,0,1396.0,90.0
2012.0,600000.0,145000.0,1,2,1,2494.0,100.0
2012.0,300000.0,120000.0,2,2,0,1197.0,82.85
2011.0,240000.0,120000.0,1,2,0,2179.0,138.1
2016.0,377000.0,80000.0,1,2,0,1498.0,99.0
2013.0,450000.0,140000.0,2,2,0,1373.0,93.7
2019.0,525000.0,100000.0,2,2,0,1197.0,81.86
2011.0,550000.0,168000.0,1,2,1,2494.0,102.0
2010.0,270000.0,120000.0,1,2,2,1991.0,147.9
2016.0,570000.0,145000.0,1,2,1,1364.0,67.05
2011.0,225000.0,90000.0,1,2,1,1399.0,68.0
2019.0,590000.0,90000.0,2,2,0,1197.0,81.86
2019.0,800000.0,33000.0,2,2,0,1194.0,94.93
2014.0,450000.0,13500.0,2,2,0,1199.0,82.4
2017.0,645000.0,20000.0,2,2,0,1197.0,81.83
2013.0,520000.0,58000.0,1,2,0,1248.0,74.0
2013.0,200000.0,40000.0,2,2,0,814.0,55.2
2015.0,700000.0,30000.0,2,2,0,1497.0,117.3
2016.0,459999.0,73000.0,1,2,0,1498.0,99.0
2014.0,325000.0,90000.0,1,2,1,1248.0,73.94
2015.0,350000.0,50000.0,2,2,1,998.0,67.04
2011.0,440000.0,80000.0,1,2,2,1582.0,126.3
2011.0,320000.0,70000.0,1,2,1,1396.0,90.0
2011.0,169000.0,41000.0,2,2,0,995.0,62.0
2013.0,350000.0,50000.0,2,2,2,1198.0,73.9
2014.0,350000.0,113226.0,1,2,0,1399.0,67.0
2013.0,310000.0,90000.0,1,2,1,1399.0,68.1
2007.0,150000.0,70000.0,2,2,2,1456.1100978059742,91.76934024567429
2010.0,420000.0,160500.0,1,2,2,2179.0,115.0
2015.0,685000.0,30000.0,2,1,0,1373.0,91.1
2014.0,560000.0,132000.0,1,2,1,1461.0,108.45
2013.0,470000.0,120000.0,1,2,2,1248.0,74.0
2011.0,380000.0,80000.0,2,2,1,1599.0,103.2
2015.0,670000.0,57000.0,1,2,1,1997.0,120.0
2018.0,550000.0,5000.0,2,2,0,1197.0,81.8
2016.0,749000.0,25000.0,2,2,0,1591.0,121.3
2015.0,899000.0,80000.0,1,2,1,1582.0,126.2
2011.0,290000.0,88000.0,1,2,2,1991.0,123.7
2015.0,350000.0,60000.0,2,2,0,1198.0,67.0
2017.0,500000.0,43000.0,2,2,0,1197.0,83.14
2014.0,400000.0,77000.0,1,1,1,1498.0,103.6
2016.0,260000.0,30000.0,2,2,0,799.0,53.3
2015.0,220000.0,40000.0,2,2,1,796.0,47.3
2014.0,190000.0,139000.0,1,2,1,1248.0,73.8
2016.0,400000.0,80000.0,2,2,0,1197.0,82.0
2014.0,170000.0,76000.0,1,2,1,936.0,56.3
2019.0,650000.0,3500.0,2,2,0,1197.0,81.86
2007.0,60000.0,62000.0,2,2,1,796.0,37.0
2012.0,125000.0,40000.0,2,2,1,995.0,62.1
2013.0,130000.0,120000.0,1,2,1,1456.1100978059742,91.76934024567429
2011.0,170000.0,70000.0,2,2,2,796.0,46.3
2012.0,310000.0,77000.0,1,2,1,1248.0,73.9
2011.0,130000.0,110000.0,2,2,1,995.0,62.0
2016.0,465000.0,20000.0,2,2,0,998.0,67.04
2012.0,260000.0,16830.0,2,2,0,998.0,67.1
2013.0,500000.0,70000.0,1,2,0,2523.0,63.0
2017.0,325000.0,38000.0,2,2,0,999.0,67.0
2013.0,400000.0,80000.0,1,2,0,2523.0,63.0
2007.0,200000.0,50000.0,1,2,0,1396.0,52.8
2013.0,450000.0,52000.0,1,2,0,1493.0,100.0
2016.0,340000.0,30000.0,2,2,0,814.0,55.2
2014.0,550000.0,103000.0,1,2,0,2523.0,62.1
2013.0,280000.0,70000.0,1,2,0,1396.0,69.0
2019.0,700000.0,4500.0,2,2,0,1199.0,88.76
2012.0,259000.0,35000.0,1,2,0,1396.0,69.0
2015.0,416000.0,40000.0,2,1,0,1499.0,110.4
2011.0,250000.0,70000.0,1,2,0,1248.0,90.0
2010.0,210000.0,120000.0,1,2,0,1248.0,88.8
2008.0,290000.0,120000.0,1,2,1,2179.0,120.0
2012.0,220000.0,90000.0,1,2,0,1396.0,69.0
2012.0,246000.0,35000.0,1,2,1,1396.0,69.0
2018.0,260000.0,30000.0,2,2,0,796.0,34.2
2018.0,1050000.0,70000.0,1,2,0,1396.0,88.7
2012.0,290000.0,60000.0,1,2,0,1248.0,88.76
2013.0,310000.0,70000.0,1,2,0,1396.0,69.0
2018.0,700000.0,6000.0,2,2,0,1197.0,81.83
2016.0,550000.0,20000.0,2,2,0,1197.0,81.8
2017.0,450000.0,70000.0,1,2,0,1405.0,69.01
2016.0,773000.0,65000.0,2,2,0,1497.0,117.3
2017.0,450000.0,25000.0,2,2,0,1199.0,84.0
2019.0,409999.0,10000.0,2,2,0,1196.0,73.0
2014.0,600000.0,80000.0,2,1,1,2496.0,179.5
2010.0,250000.0,63000.0,2,2,0,1199.0,79.4
2019.0,690000.0,1303.0,2,2,0,1198.0,86.7
2018.0,1000000.0,4295.0,2,2,0,1496.0,105.5
2018.0,1000000.0,5229.0,2,2,0,1496.0,105.5
2018.0,925000.0,23712.0,1,2,0,1248.0,88.5
2016.0,550000.0,56494.0,2,2,0,1199.0,88.7
2018.0,430000.0,16589.0,2,2,0,998.0,67.04
2013.0,750000.0,79328.0,1,2,1,2494.0,100.6
2016.0,675000.0,53201.0,2,2,1,1497.0,117.3
2017.0,570000.0,25272.0,2,2,0,1197.0,81.8
2017.0,850000.0,53619.0,1,2,0,1248.0,88.5
2019.0,779000.0,7032.0,2,1,0,1199.0,88.76
2018.0,640000.0,6001.0,2,2,0,1496.0,120.69
2013.0,250000.0,80000.0,1,2,0,1405.0,69.01
2017.0,889000.0,25000.0,2,2,0,1497.0,121.31
2017.0,750000.0,40000.0,1,2,1,1396.0,88.73
2010.0,320000.0,130000.0,1,2,2,1248.0,75.0
2018.0,1000000.0,40000.0,1,2,0,1248.0,88.5
2015.0,600000.0,60000.0,1,2,0,1248.0,74.0
2009.0,165000.0,60000.0,2,2,0,998.0,67.1
2016.0,700000.0,78000.0,1,2,0,1248.0,74.0
2013.0,585000.0,80000.0,1,2,1,1461.0,83.8
2006.0,120000.0,120000.0,2,2,2,796.0,46.3
2006.0,150000.0,100000.0,2,2,1,796.0,46.3
2009.0,150000.0,70000.0,2,2,2,796.0,46.3
2013.0,599000.0,60000.0,1,2,1,1248.0,88.76
2010.0,250000.0,135000.0,1,2,2,1991.0,147.9
2016.0,570000.0,90000.0,2,2,0,1197.0,81.8
2013.0,440000.0,75000.0,1,2,1,1199.0,73.9
2015.0,300000.0,71717.0,2,1,1,1198.0,76.0
2011.0,500000.0,150000.0,1,1,1,2179.0,120.0
2016.0,660000.0,55000.0,1,2,0,1248.0,74.0
2012.0,256000.0,90000.0,2,2,1,1596.0,99.6
2018.0,409999.0,35000.0,2,2,0,999.0,67.0
2011.0,250000.0,100000.0,4,2,1,1086.0,62.1
2009.0,280000.0,40000.0,2,1,2,1799.0,130.0
2010.0,300000.0,100000.0,1,2,0,2489.0,95.0
2016.0,900000.0,120000.0,1,2,0,2179.0,147.94
2014.0,190000.0,60000.0,2,2,0,998.0,67.1
2019.0,800000.0,2000.0,1,2,0,2523.0,63.0
2012.0,450000.0,100000.0,1,2,0,2523.0,75.0
2015.0,400000.0,110000.0,1,2,0,2489.0,93.7
2009.0,150000.0,90000.0,1,2,1,2179.0,138.1
2011.0,200000.0,84321.0,1,2,0,1396.0,70.0
2013.0,600000.0,177000.0,1,2,0,2179.0,140.0
2010.0,175000.0,60000.0,1,2,0,1248.0,75.0
2008.0,215000.0,70000.0,2,2,1,1197.0,78.9
2011.0,190000.0,70000.0,2,2,2,1456.1100978059742,91.76934024567429
2013.0,520000.0,126000.0,1,2,1,1461.0,108.45
2015.0,285000.0,70000.0,1,2,0,1405.0,70.0
2017.0,660000.0,82000.0,1,2,0,1493.0,100.0
2015.0,515000.0,45000.0,2,2,1,1197.0,83.14
2012.0,295000.0,70000.0,1,2,1,1461.0,84.8
2015.0,700000.0,80000.0,1,2,1,1461.0,83.8
2017.0,1100000.0,45000.0,1,2,0,2179.0,120.0
2017.0,300000.0,60000.0,2,2,0,998.0,68.05
2013.0,450000.0,41800.0,2,2,0,1197.0,85.8
2010.0,135000.0,132000.0,2,2,1,1456.1100978059742,91.76934024567429
2017.0,700000.0,50000.0,1,2,1,1248.0,74.02
2012.0,250000.0,40000.0,1,2,0,1399.0,68.0
2009.0,140000.0,96000.0,2,2,1,1061.0,67.0
2012.0,250000.0,117000.0,1,2,0,2498.0,112.0
2011.0,210000.0,110000.0,2,2,1,1086.0,68.05
2014.0,420000.0,100000.0,1,2,1,1498.0,98.6
2007.0,130000.0,88700.0,2,2,2,796.0,46.3
2012.0,320000.0,70000.0,2,2,1,1498.0,97.7
2016.0,310000.0,15000.0,2,2,0,796.0,47.3
2012.0,200000.0,80000.0,1,2,1,1461.0,65.0
2014.0,350000.0,50000.0,2,2,0,1197.0,85.8
2018.0,444000.0,15000.0,2,2,0,814.0,55.2
2017.0,300000.0,25000.0,2,2,0,799.0,53.64
2011.0,225000.0,57000.0,1,2,1,1461.0,64.1
2012.0,600000.0,75000.0,1,2,0,2523.0,62.1
